input1_chunk001.wav|오늘 미란 언니나 수건 언니는 엄청 바쁘시잖아요. 제시도 바쁘고. 바쁜 아줌도 끈끈팀 연습해서.
input1_chunk003.wav|그래도 다들 순서 안 들리고 다 잘했는데
input1_chunk004.wav|정말 열심히 연습했는데 너무 중요한 순간에
input1_chunk005.wav|그렇게 많이 연습을 해놓고
input1_chunk006.wav|거기에 애들이 추면서 서로 웃기는 춤추는..
input1_chunk007.wav|한 구간이었잖아요.
input1_chunk008.wav|아.. 미쳤나 봐. 나 왜 그랬대 내가?
input1_chunk009.wav|그거 딱 치고 나서 있잖아. 심리하고 그러고 나서 멘붕에 된 거야. 다음 동작은.
input1_chunk010.wav|한심하고 나는 너무...
input1_chunk011.wav|기회가 안 돼, 오늘 내 운동이...
input2_chunk001.wav|내가 좋아했던 장소들. 주로 쇼핑하는데 소개하면 좋을 것 같아서.
input2_chunk002.wav|프레이브 퍼스트 먹을 때 여기에 있는 메뉴들 골라서 프렌치 토스트, 에그 베네디크, 그리고 제페리스 우동. 이게 다 포함이야.
input2_chunk003.wav|아우야마에 있는 뇌즈 뮤지엄 앞에 와 있는데요
input2_chunk004.wav|아오야마는 되게 좀 현대적인 거리고 샵들도 많고 그런데도 내즈뮤지엄은 트레디셔너란 일본의 보물들을 전시해놓은
input2_chunk005.wav|하라죽구 스테이션 근처에 이렇게 큰 뉴발란스 건물이 있거든요. 이 뉴발란스 옆골 모. 여기로 들어가면 괜찮은 빈티지 샵들이 나와요.
input2_chunk006.wav|지난번에 왔을 때 여기서 야상을 샀어. 이런 야상들.
input2_chunk007.wav|그리고 얘네 이거 다 드라이 맡겨 갖고 깨끗하게 월싱해 놓은 거다. 그래서 안 빨아도 돼.
input2_chunk008.wav|제가 소개해드리고 싶은 곳은 저 집이에요. 버버진 이 집이 진 맛집이에요.
input2_chunk009.wav|바지빛이 여기 되게 예뻐. 빈티지 중에서도 하이퀄리티의 빈티지들이 많아요.
input2_chunk010.wav|이런 카우팬츠들도 있어요
input2_chunk011.wav|바로 앞에. 2nd Street라는 한, 두 번 썼던 중고물건들 내놓고 파는 샵이에요. 명품 가방부터.
input2_chunk012.wav|이런 데서 뭔가 되게 득템할 때가 있어요. 생각지도 못하게 샤넬 트위드 자켓 같은 게 나와 있을 때가 있습니다. 이거 진짜 가죽.
input2_chunk013.wav|패브리 프람 이태리라고 돼 있지? 이태리 원단인 거야. 근데 59,000원.
input2_chunk014.wav|이거 사야지. 이런 거 사는 거야. 여기 와서. 가죽 바지도 있어요. 너무 많아서 고를 수가 없어. 고르다 지쳐.
input2_chunk015.wav|여기도 빈티지 가게. 예쁜 티셔츠를 많고 여기도 모자 가게. 이게 골목이 뭔가 빈티지를 특하네 있어.
input2_chunk016.wav|이제 저녁을 먹으러 왔는데 제가 지금 가는 이 음식점은 죽기 전에 여기서 한 번은 먹어야 된다라고 말하는
input2_chunk017.wav|예약도 안 받고 그냥 무조건 일찍 와서 줄을 서야 되는 집이라고 해서 찾아왔습니다. 여기구나.
input2_chunk018.wav|렌즈압 베이스 프랩이라는 건데요. 보통 피부 컨디션이 안 좋거나 잠을 못 자거나 이럴 때 메이크업이 좀 들뜨고 잘 안 받는 그런 느낌들.
input2_chunk019.wav|그런데 이 플랩을 하나 딱 발라주고 나서 메이크업을 하면 풀 발라 놓은 것처럼 딱 달라붙는 거예요 베이스처럼 발라주면 메이크업이 무너지지
input2_chunk020.wav|프랩 베이스를 바르고 나서 파운데이션을 하는데 얘가 뭔가 쫀득하게 딱 잡아주는 느낌?
input2_chunk021.wav|저랑 너무 친한 디자이너분이 도쿄에서 팝업스토리 온다는..
input2_chunk022.wav|제가 일본을 방문하는 날 따라 딱 겹쳐서 신기했는데 한번 들어가 보겠습니다
input2_chunk023.wav|지하에 예쁜 소폰 가게들도 있고 위에는 또 레스프랑도 있고
input2_chunk024.wav|젠 스타일이야. 엄청 유닛하고 예뻐.
input2_chunk025.wav|소품을 사는 북유러 브랜드 헤이가 이렇게
input2_chunk026.wav|꼭 루브루 박물관만 박물관이 아니야 자일의 건물도 박물관이야 얼마나 재밌는 박물관이야 시간 가는 줄 몰라
input2_chunk027.wav|나는 이런 거를 사. 우리가 언제 또 이런 특이한 멀티탭을 만나겠어. 근데 얼마지가 중요해. 40인만 9천원?
input2_chunk028.wav|1층으로 올라왔고요. 1층에는 매종 마지앨라가 있고 그리고 샤넬...
input2_chunk029.wav|여기는 꼼대역송. 밖에서 보면 뭐하는 데야 싶은데 안에 들어가 보면 여기 비즈빈 매장인데 엄청
input2_chunk030.wav|3층에 올라오면 이렇게 모마 디자인 스토라고 해서 모마에서 전시된 작품들이 가지고 다양한 소품들을 만드는 샵이 있습니다.
input2_chunk031.wav|쇼핑하다가 피곤하면 이 자이레푸드라고 하는 카페로 들어오시면 좋아요. 커피도 맛있고
input2_chunk032.wav|이제 5층으로 올라가 볼 건데요. 제 기억으로는 굉장히 비싼 대빤약기집이 있어요.
input2_chunk033.wav|이 건물 하나면 끝나네.
input2_chunk034.wav|리바이스 보이거든요. 우측에. 리바이스 보이는 사거리에서 자외전을 하면 요즘 일본에서 제일 핫하다는 트렁코트에 나와요. 트렁코트에 1박 2일 얼마였지?
input2_chunk035.wav|오늘 두 번째로 묵을 식소는 바로 이 육간입니다.
input2_chunk036.wav|안녕하세요 홍진경입니다.
input2_chunk037.wav|지금 도쿄 시내 한복판에 한 주택가에 나와 있는데요. 이곳은 시모키타자와라는 동네입니다. 우리나라로 치면 연남동?
input2_chunk038.wav|동네가 진짜 약간 연난동 느낌 나.
input2_chunk039.wav|사용아 내가 만약에 한국에 뭘 사 갖고 가야 되냐면 이건 사 갖고 가야 된다고 추천해준 많은 거 있니?
input2_chunk040.wav|팬두워시 룸스프레이 방향제 다 있어 종류별로 이 같은
input2_chunk041.wav|시브야에 있는 엄청나게 큰 쇼핑몰인데 미아시타 파크 라고 써있어요
input2_chunk042.wav|도쿄타워 입장권 사가지고 올라가는데 바로 밑에 이런 두부요리
input2_chunk043.wav|관광객들이 은근히 잘 모르는. 오래된.
input2_chunk044.wav|전혀 먹으러 오기 좋아. 왜냐하면 두구가 부담이 없죠.
input2_chunk045.wav|이 코수가 1인나 얼마짜리라고?
input2_chunk046.wav|다시마 베이스가 아니라 우리는 두유 베이스의 두부 요리를 시켰어요. 두 개 다 먹어봤는데 나는 두유 베이스가 더 좋아.
input2_chunk047.wav|그것보다는 조금...
input2_chunk048.wav|나는 진짜 너무 웃었던 게 내가 오늘 우울한 일이 있었어. 그래서 나 빵을 샀어. 라는 말을 들었을 때 T와 F의 반응이 너무
input2_chunk049.wav|우울한 일이 있었는데 빵을 왜 사가 난 진짜 떠올랐거든? 그게 진짜 전용적인..
input2_chunk050.wav|야 이거는.. 빵을 왜 사서보다 더 심한..
input3_chunk001.wav|저희는 김치도 그렇지만 만두도 사먹어 본 적이 거의 없어요
input3_chunk002.wav|어머니는 집에서
input3_chunk003.wav|김장김치 끝에 남은 것들, 싱거 총총 썰어서 저희들 항상 만두 빚어주시고 그랬었거든요 어머니가 해주시던 만두 맛이 그렇게 맛있더라고요 다른 데서 사 먹는 거랑 다르게
input3_chunk004.wav|그래서 역시 또 만두도 이렇게 전문가에 의해 기획되어진 그런 상품이 아니라
input3_chunk005.wav|집에서 해먹던 게 맛있으니까 그냥 이 방식 그대로 하면
input3_chunk006.wav|고객님들도 좋아해 주시지 않을까? 그런 생각으로 시작을 한 거고요.
input4_chunk001.wav|저는 저희 만두에 대해서 엄청난 자부심을 가지고 있어요 일단 자랑할 게 참 많은 만두인데요 만두피가 얇다는 거
input4_chunk002.wav|원래 알고 계셨죠? 저희 더만두 피 얇은 거 근데 2014년 들어서 더 얇아졌습니다
input4_chunk003.wav|원래 정말 얇았지만 그래도 저는 조금 더 얇았으면 했거든요 그래서 많은 분들과 연구하고 연구하고
input4_chunk004.wav|1개당 1g씩 더 줄였어요 그래서 만둣빛은 더 열받았고 소금 꽉 찼고요 그리고 그 속에 들어있는 재료들
input4_chunk005.wav|아마 생고기로 만든 만두들은 많이 보셨을 거예요 근데 저희 더 만두에 들어간 속은
input4_chunk006.wav|당연히 국내산 100% 생돈육 뿐만 아니라
input4_chunk007.wav|얼리지 않은 생채소가 들어갑니다
input4_chunk008.wav|얼리지 않은 생채소? 당연한 거 아닌가? 생각하시겠지만 생채소가 들어간 만두 한번 찾아보세요 이렇게 흔하게 보십시오
input4_chunk009.wav|제철 채소들을 수급해서 그냥 가격이 올르던 났던, 싸던, 비싸던 상관없이 제철 채소를 넣는다는
input4_chunk010.wav|사업을 해보다 보니까 엄청나게 어려운 일이더라고요
input4_chunk011.wav|그렇지만 얼린 채소와 생채소
input4_chunk012wav.wav|채소 집이 다르구요 그리고 색이 다릅니다. 얼려놨던 채소들은 녹으면서 갈색으로 색이 변하고 맛도 떨어지..
input4_chunk013.wav|저희들은 얼리지 않은 생도류과 생 채소를 얻는다는 거 그것도 자랑하고 싶은 것 중에 하나고요
input4_chunk014.wav|저희는 속을 문대거나 치대거나 갈지 않고요
input4_chunk015.wav|썰었어요. 집에서 만드는 방식 그대로 칼로 썰어서 만들기 때문에 어떤 게 고기고 채소고 당면이
input4_chunk016.wav|그러면 하나하나 식감으로 다 느끼실 수 있어요
input4_chunk017.wav|그래서 고기 집은 집대로, 채소 집은 집대로
input4_chunk018.wav|다양한 식감을 느끼실 수 있고요
input4_chunk019.wav|또 하나, 고기가 어떤 고기가 들어갈까 궁금하실 텐데요. 당연히 뭐 국내선 어울리지 않은 생도류금 당연한 거고.
input4_chunk020.wav|비계의 비율이 낮고 살코기의 비율이 높기 때문에 굉장히 담백하고
input4_chunk021.wav|거기서 나오는 육즙이 그런 기름이 아니라
input4_chunk022.wav|정말 담백한 살콕의 육즙이에요 그야말로 그래서 비린내가 나지 않고 담백하게 드실 수 있는 것도 저희 더만두에 자랑 중의 하나입니다
input5_chunk001.wav|안녕하세요 홍진경입니다. 요즘 제가 미세먼지와 환경에 관심이 많아서요.
input5_chunk002.wav|미세먼지 측정기를 가지고 다니면서 수치를 제일 정도인데요. 그런데 집에 오면 마음이 편해져요.
input5_chunk003.wav|왜냐하면 저에겐 3살이 빙이 있으니까요.
input5_chunk004.wav|웰로쉬 원단으로 한 땀 한 땀 정말 정성스럽게 만들어서 미세먼지가 들어갈 틈이 없다고 합니다.
input5_chunk005.wav|그러다 보니 알러지나 아토피로 고생하시는 분들도 정말 편안하게 사용하실 수 있어요.
input5_chunk006.wav|이제 친구 고를 때 이마를 꼭 기억해주세요 좋은 이불은 절대 먼지가 나지 않는다
input5_chunk007.wav|주무시는 동안만이라도 미세먼지 걱정 없이 편안하게 쉬시길 바라겠습니다.
input5_chunk008.wav|난 널 몸으로 기억해. 세 살이 빈과 함께 좋은 기억 많이 만드세요.
